,ID,patca,geometry,tStart,tEnd,tBreak,numObs
344,314011,1,"POLYGON ((-71.186325 19.81757, -71.187906 19.817453, -71.18765399999999 19.816636, -71.186313 19.816666, -71.186325 19.81757))",2013-06-07 15:10:23.750,2014-12-03 15:08:32.620,2014-12-19 15:08:29.470,32
344,314011,1,"POLYGON ((-71.186325 19.81757, -71.187906 19.817453, -71.18765399999999 19.816636, -71.186313 19.816666, -71.186325 19.81757))",2015-01-04 15:08:24.500,2016-08-02 15:08:23.160,2016-08-18 15:08:27.480,34
344,314011,1,"POLYGON ((-71.186325 19.81757, -71.187906 19.817453, -71.18765399999999 19.816636, -71.186313 19.816666, -71.186325 19.81757))",2016-08-18 15:08:27.480,2017-11-09 15:08:38.310,2017-11-25 15:08:32.559,18
344,314011,1,"POLYGON ((-71.186325 19.81757, -71.187906 19.817453, -71.18765399999999 19.816636, -71.186313 19.816666, -71.186325 19.81757))",2017-11-25 15:08:32.559,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,32
345,314111,0,"POLYGON ((-71.08264800000001 19.836303, -71.082683 19.836498, -71.08278 19.836674, -71.08293 19.836812, -71.083117 19.836899, -71.083324 19.836928, -71.08353 19.836894, -71.083715 19.836803, -71.083861 19.836661, -71.08395400000001 19.836484, -71.083984 19.836288, -71.083949 19.836093, -71.08385199999999 19.835918, -71.083702 19.83578, -71.08351500000001 19.835692, -71.083308 19.835664, -71.083102 19.835697, -71.08291699999999 19.835789, -71.08277099999999 19.83593, -71.082678 19.836108, -71.08264800000001 19.836303))",2011-01-17 15:01:40.430,2019-12-17 15:08:39.158,,123
346,315911,0,"POLYGON ((-70.56524 19.403002, -70.565275 19.403198, -70.565371 19.403373, -70.56552000000001 19.403512, -70.565707 19.4036, -70.56591299999999 19.403629, -70.566118 19.403596, -70.566303 19.403505, -70.56644900000001 19.403364, -70.566542 19.403187, -70.56657300000001 19.402991, -70.56653900000001 19.402796, -70.566442 19.40262, -70.566294 19.402482, -70.566107 19.402393, -70.565901 19.402364, -70.56569500000001 19.402397, -70.56551 19.402488, -70.565364 19.40263, -70.565271 19.402807, -70.56524 19.403002))",2011-01-17 15:01:40.430,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,114
347,316121,0,"POLYGON ((-70.569767 19.40317, -70.569801 19.403365, -70.56989799999999 19.40354, -70.570046 19.403679, -70.570233 19.403767, -70.57043899999999 19.403796, -70.570645 19.403764, -70.57083 19.403672, -70.570976 19.403531, -70.57106899999999 19.403354, -70.5711 19.403158, -70.571065 19.402963, -70.57096900000001 19.402788, -70.57082 19.402649, -70.570633 19.402561, -70.570427 19.402532, -70.570222 19.402564, -70.570037 19.402656, -70.569891 19.402797, -70.56979800000001 19.402974, -70.569767 19.40317))",2011-02-02 15:01:45.730,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,128
348,316312,0,"POLYGON ((-70.56403899999999 19.405817, -70.56407299999999 19.406012, -70.56416900000001 19.406187, -70.564318 19.406326, -70.564505 19.406414, -70.564711 19.406443, -70.56491699999999 19.406411, -70.565102 19.406319, -70.565248 19.406178, -70.565341 19.406001, -70.565371 19.405805, -70.565337 19.40561, -70.565241 19.405435, -70.56509200000001 19.405296, -70.564905 19.405208, -70.564699 19.405179, -70.564493 19.405211, -70.564308 19.405303, -70.564162 19.405444, -70.564069 19.405621, -70.56403899999999 19.405817))",2011-01-17 15:01:40.430,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,124
349,316311,0,"POLYGON ((-70.505394 19.368034, -70.50596400000001 19.368147, -70.50641899999999 19.366828, -70.506349 19.366698, -70.50657200000001 19.366358, -70.50620600000001 19.366127, -70.50595 19.366565, -70.505394 19.368034))",2011-02-02 15:01:45.730,2019-12-17 15:08:39.158,2019-12-26 15:02:49.962,221
350,317921,1,"POLYGON ((-70.99122800000001 19.817037, -70.991263 19.817232, -70.99136 19.817407, -70.99151000000001 19.817545, -70.991697 19.817633, -70.99190400000001 19.817661, -70.99211 19.817628, -70.992295 19.817536, -70.992441 19.817395, -70.99253400000001 19.817217, -70.992564 19.817022, -70.992529 19.816827, -70.99243199999999 19.816651, -70.992282 19.816513, -70.99209500000001 19.816426, -70.991888 19.816397, -70.991682 19.81643, -70.991497 19.816522, -70.99135099999999 19.816664, -70.991258 19.816841, -70.99122800000001 19.817037))",2011-01-17 15:01:40.430,2019-12-17 15:08:39.158,,128
351,318011,1,"POLYGON ((-71.00899699999999 19.823095, -71.009032 19.82329, -71.009129 19.823466, -71.00927900000001 19.823604, -71.009466 19.823691, -71.00967300000001 19.82372, -71.009879 19.823687, -71.010064 19.823595, -71.01021 19.823453, -71.01030299999999 19.823276, -71.010333 19.82308, -71.01029800000001 19.822885, -71.010201 19.82271, -71.010051 19.822572, -71.00986399999999 19.822484, -71.009657 19.822456, -71.009451 19.822489, -71.009266 19.822581, -71.00912 19.822722, -71.009027 19.8229, -71.00899699999999 19.823095))",2011-01-17 15:01:40.430,2014-11-01 15:08:33.030,2014-11-17 15:08:33.518,47
351,318011,1,"POLYGON ((-71.00899699999999 19.823095, -71.009032 19.82329, -71.009129 19.823466, -71.00927900000001 19.823604, -71.009466 19.823691, -71.00967300000001 19.82372, -71.009879 19.823687, -71.010064 19.823595, -71.01021 19.823453, -71.01030299999999 19.823276, -71.010333 19.82308, -71.01029800000001 19.822885, -71.010201 19.82271, -71.010051 19.822572, -71.00986399999999 19.822484, -71.009657 19.822456, -71.009451 19.822489, -71.009266 19.822581, -71.00912 19.822722, -71.009027 19.8229, -71.00899699999999 19.823095))",2014-11-17 15:08:33.518,2019-02-16 15:08:06.110,2019-03-04 15:08:01.700,52
351,318011,1,"POLYGON ((-71.00899699999999 19.823095, -71.009032 19.82329, -71.009129 19.823466, -71.00927900000001 19.823604, -71.009466 19.823691, -71.00967300000001 19.82372, -71.009879 19.823687, -71.010064 19.823595, -71.01021 19.823453, -71.01030299999999 19.823276, -71.010333 19.82308, -71.01029800000001 19.822885, -71.010201 19.82271, -71.010051 19.822572, -71.00986399999999 19.822484, -71.009657 19.822456, -71.009451 19.822489, -71.009266 19.822581, -71.00912 19.822722, -71.009027 19.8229, -71.00899699999999 19.823095))",2019-03-04 15:08:01.700,2019-12-17 15:08:39.158,,16
352,335013,0,"POLYGON ((-71.013711 19.805994, -71.013747 19.806189, -71.01384400000001 19.806364, -71.013993 19.806502, -71.01418099999999 19.80659, -71.014387 19.806619, -71.014593 19.806585, -71.01477800000001 19.806494, -71.01492399999999 19.806352, -71.015017 19.806175, -71.015047 19.805979, -71.015012 19.805784, -71.014915 19.805609, -71.01476599999999 19.805471, -71.014578 19.805383, -71.014371 19.805354, -71.01416500000001 19.805388, -71.01398 19.805479, -71.013834 19.805621, -71.01374199999999 19.805798, -71.013711 19.805994))",2011-01-17 15:01:40.430,2019-12-17 15:08:39.158,,114
353,338411,0,"POLYGON ((-70.572969 19.431669, -70.573003 19.431864, -70.5731 19.43204, -70.573249 19.432178, -70.573435 19.432266, -70.57364200000001 19.432296, -70.573847 19.432263, -70.574032 19.432171, -70.574178 19.43203, -70.574271 19.431853, -70.574302 19.431657, -70.574268 19.431462, -70.57417100000001 19.431287, -70.574022 19.431148, -70.573836 19.43106, -70.573629 19.431031, -70.573424 19.431064, -70.573239 19.431155, -70.573093 19.431296, -70.57299999999999 19.431473, -70.572969 19.431669))",2011-01-17 15:01:40.430,2019-12-17 15:08:39.158,,114
354,338611,0,"POLYGON ((-70.570904 19.445228, -70.571426 19.445311, -70.571764 19.443939, -70.57050700000001 19.443693, -70.57038799999999 19.444565, -70.57099700000001 19.444741, -70.570904 19.445228))",2011-01-17 15:01:40.430,2019-12-17 15:08:39.158,,115
355,341511,1,"POLYGON ((-71.00129099999999 19.83025, -71.0012 19.830493, -71.001875 19.830499, -71.002484 19.830725, -71.00262499999999 19.830613, -71.002717 19.830435, -71.002748 19.830239, -71.002712 19.830044, -71.001777 19.829778, -71.001442 19.830059, -71.00129099999999 19.83025))",2011-01-17 15:01:40.430,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,118
356,344911,1,"POLYGON ((-71.021794 19.840161, -71.02182999999999 19.840356, -71.02192700000001 19.840531, -71.022076 19.84067, -71.02226400000001 19.840757, -71.022471 19.840786, -71.022677 19.840753, -71.022862 19.840661, -71.023008 19.840519, -71.0231 19.840342, -71.02313100000001 19.840146, -71.023095 19.839951, -71.022998 19.839776, -71.02284899999999 19.839638, -71.022661 19.83955, -71.02245499999999 19.839522, -71.022248 19.839555, -71.022063 19.839647, -71.021917 19.839788, -71.02182500000001 19.839966, -71.021794 19.840161))",2011-01-17 15:01:40.430,2012-10-18 15:04:08.250,2012-11-03 15:04:12.240,24
356,344911,1,"POLYGON ((-71.021794 19.840161, -71.02182999999999 19.840356, -71.02192700000001 19.840531, -71.022076 19.84067, -71.02226400000001 19.840757, -71.022471 19.840786, -71.022677 19.840753, -71.022862 19.840661, -71.023008 19.840519, -71.0231 19.840342, -71.02313100000001 19.840146, -71.023095 19.839951, -71.022998 19.839776, -71.02284899999999 19.839638, -71.022661 19.83955, -71.02245499999999 19.839522, -71.022248 19.839555, -71.022063 19.839647, -71.021917 19.839788, -71.02182500000001 19.839966, -71.021794 19.840161))",2012-11-03 15:04:12.240,2017-07-20 15:08:14.250,2017-08-05 15:08:21.520,83
356,344911,1,"POLYGON ((-71.021794 19.840161, -71.02182999999999 19.840356, -71.02192700000001 19.840531, -71.022076 19.84067, -71.02226400000001 19.840757, -71.022471 19.840786, -71.022677 19.840753, -71.022862 19.840661, -71.023008 19.840519, -71.0231 19.840342, -71.02313100000001 19.840146, -71.023095 19.839951, -71.022998 19.839776, -71.02284899999999 19.839638, -71.022661 19.83955, -71.02245499999999 19.839522, -71.022248 19.839555, -71.022063 19.839647, -71.021917 19.839788, -71.02182500000001 19.839966, -71.021794 19.840161))",2017-08-21 15:08:26.440,2019-12-17 15:08:39.158,,43
357,363121,0,"POLYGON ((-71.593136 18.399069, -71.593171 18.399264, -71.59326799999999 18.399439, -71.593417 18.399577, -71.593602 18.399664, -71.593807 18.399692, -71.59401200000001 18.399658, -71.594195 18.399566, -71.59433900000001 18.399424, -71.594431 18.399247, -71.59446 18.399051, -71.594425 18.398856, -71.594328 18.398681, -71.594179 18.398543, -71.593994 18.398456, -71.593789 18.398428, -71.59358400000001 18.398462, -71.593401 18.398554, -71.59325699999999 18.398696, -71.593165 18.398873, -71.593136 18.399069))",2011-01-01 15:01:56.470,2013-07-17 15:04:07.950,2013-07-25 15:10:44.340,34
357,363121,0,"POLYGON ((-71.593136 18.399069, -71.593171 18.399264, -71.59326799999999 18.399439, -71.593417 18.399577, -71.593602 18.399664, -71.593807 18.399692, -71.59401200000001 18.399658, -71.594195 18.399566, -71.59433900000001 18.399424, -71.594431 18.399247, -71.59446 18.399051, -71.594425 18.398856, -71.594328 18.398681, -71.594179 18.398543, -71.593994 18.398456, -71.593789 18.398428, -71.59358400000001 18.398462, -71.593401 18.398554, -71.59325699999999 18.398696, -71.593165 18.398873, -71.593136 18.399069))",2013-08-10 15:10:46.370,2019-12-17 15:09:03.062,,97
358,369221,0,"POLYGON ((-71.857889 18.483497, -71.857924 18.483692, -71.85802099999999 18.483867, -71.85817 18.484004, -71.858356 18.484091, -71.85856099999999 18.484119, -71.858766 18.484085, -71.858949 18.483992, -71.859093 18.48385, -71.859184 18.483673, -71.859213 18.483477, -71.859178 18.483282, -71.859081 18.483107, -71.858932 18.48297, -71.858746 18.482883, -71.858541 18.482855, -71.85833599999999 18.482889, -71.858153 18.482982, -71.858009 18.483124, -71.857918 18.483301, -71.857889 18.483497))",2011-01-01 15:01:56.470,2014-09-30 15:08:54.960,2014-10-16 15:08:59.870,70
358,369221,0,"POLYGON ((-71.857889 18.483497, -71.857924 18.483692, -71.85802099999999 18.483867, -71.85817 18.484004, -71.858356 18.484091, -71.85856099999999 18.484119, -71.858766 18.484085, -71.858949 18.483992, -71.859093 18.48385, -71.859184 18.483673, -71.859213 18.483477, -71.859178 18.483282, -71.859081 18.483107, -71.858932 18.48297, -71.858746 18.482883, -71.858541 18.482855, -71.85833599999999 18.482889, -71.858153 18.482982, -71.858009 18.483124, -71.857918 18.483301, -71.857889 18.483497))",2014-12-19 15:08:53.360,2018-08-08 15:08:08.100,2018-08-24 15:08:16.120,55
358,369221,0,"POLYGON ((-71.857889 18.483497, -71.857924 18.483692, -71.85802099999999 18.483867, -71.85817 18.484004, -71.858356 18.484091, -71.85856099999999 18.484119, -71.858766 18.484085, -71.858949 18.483992, -71.859093 18.48385, -71.859184 18.483673, -71.859213 18.483477, -71.859178 18.483282, -71.859081 18.483107, -71.858932 18.48297, -71.858746 18.482883, -71.858541 18.482855, -71.85833599999999 18.482889, -71.858153 18.482982, -71.858009 18.483124, -71.857918 18.483301, -71.857889 18.483497))",2018-08-24 15:08:16.120,2019-12-17 15:09:03.062,,21
359,94911,0,"POLYGON ((-70.727638 18.610904, -70.727672 18.611099, -70.727768 18.611275, -70.72791599999999 18.611413, -70.72810200000001 18.611501, -70.728307 18.61153, -70.72851199999999 18.611498, -70.728696 18.611406, -70.728841 18.611265, -70.728934 18.611088, -70.728964 18.610892, -70.72893000000001 18.610697, -70.72883400000001 18.610521, -70.728686 18.610383, -70.7285 18.610295, -70.728295 18.610266, -70.72808999999999 18.610298, -70.727906 18.61039, -70.727761 18.610531, -70.72766799999999 18.610708, -70.727638 18.610904))",2011-01-01 15:01:56.470,2019-12-17 15:09:03.062,,126
360,94912,0,"POLYGON ((-70.729083 18.614471, -70.72964899999999 18.614651, -70.730102 18.615039, -70.730307 18.615007, -70.730491 18.614915, -70.730636 18.614774, -70.73048799999999 18.61408, -70.72970100000001 18.613899, -70.729463 18.61395, -70.729356 18.614137, -70.729083 18.614471))",2011-01-01 15:01:56.470,2019-12-17 15:09:03.062,,147
361,110921,0,"POLYGON ((-70.504029 19.317518, -70.504154 19.317528, -70.50424599999999 19.317186, -70.504411 19.317055, -70.50457299999999 19.317183, -70.504591 19.317343, -70.50447200000001 19.317398, -70.50442200000001 19.317613, -70.504684 19.317673, -70.504774 19.31738, -70.50492300000001 19.316504, -70.504673 19.31647, -70.504476 19.316431, -70.50440999999999 19.316591, -70.50432000000001 19.316897, -70.504029 19.317518))",2011-01-17 15:02:04.340,2019-12-26 15:02:49.962,,291
362,165911,0,"POLYGON ((-70.415682 19.472229, -70.415643 19.472821, -70.416268 19.472666, -70.416386 19.472422, -70.416465 19.472223, -70.416692 19.471955, -70.416573 19.471434, -70.416044 19.471329, -70.41609099999999 19.471138, -70.415671 19.471069, -70.415682 19.472229))",2011-01-01 15:01:32.560,2019-12-26 15:02:49.962,,245
363,262713,0,"POLYGON ((-71.28302600000001 19.50429, -71.283137 19.504844, -71.284023 19.50492, -71.28437599999999 19.504226, -71.284122 19.503966, -71.283342 19.504343, -71.283259 19.504225, -71.28302600000001 19.50429))",2011-01-01 15:01:32.560,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,144
364,262711,0,"POLYGON ((-71.27822500000001 19.508184, -71.27826 19.508379, -71.278358 19.508554, -71.278507 19.508692, -71.278694 19.508779, -71.27889999999999 19.508808, -71.279106 19.508774, -71.279291 19.508682, -71.279436 19.50854, -71.279528 19.508363, -71.27955799999999 19.508167, -71.279523 19.507972, -71.279426 19.507797, -71.279276 19.507659, -71.279089 19.507572, -71.27888299999999 19.507543, -71.278677 19.507577, -71.278493 19.507669, -71.278347 19.507811, -71.278255 19.507988, -71.27822500000001 19.508184))",2011-01-17 15:01:40.430,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,129
365,284311,0,"POLYGON ((-71.723496 19.334438, -71.72353200000001 19.334632, -71.72363 19.334807, -71.72377899999999 19.334945, -71.723966 19.335032, -71.72417299999999 19.33506, -71.724378 19.335026, -71.72456200000001 19.334933, -71.724707 19.334791, -71.72479800000001 19.334614, -71.724828 19.334418, -71.72479199999999 19.334223, -71.724694 19.334048, -71.72454500000001 19.333911, -71.724358 19.333824, -71.724152 19.333796, -71.723946 19.33383, -71.72376199999999 19.333922, -71.723617 19.334064, -71.72352600000001 19.334242, -71.723496 19.334438))",2011-01-01 15:01:56.470,2019-12-17 15:09:03.062,,105
366,310211,1,"POLYGON ((-71.06998299999999 19.870621, -71.070697 19.871354, -71.071433 19.869888, -71.071518 19.869703, -71.071743 19.869036, -71.07069 19.868744, -71.07031000000001 19.869971, -71.06998299999999 19.870621))",2011-01-17 15:01:40.430,2014-06-26 15:08:04.400,2014-07-28 15:08:17.450,51
366,310211,1,"POLYGON ((-71.06998299999999 19.870621, -71.070697 19.871354, -71.071433 19.869888, -71.071518 19.869703, -71.071743 19.869036, -71.07069 19.868744, -71.07031000000001 19.869971, -71.06998299999999 19.870621))",2014-07-28 15:08:17.450,2016-06-15 15:08:03.650,2016-07-01 15:08:12.924,36
366,310211,1,"POLYGON ((-71.06998299999999 19.870621, -71.070697 19.871354, -71.071433 19.869888, -71.071518 19.869703, -71.071743 19.869036, -71.07069 19.868744, -71.07031000000001 19.869971, -71.06998299999999 19.870621))",2016-11-22 15:08:42.392,2018-08-08 15:07:44.200,2018-08-24 15:07:52.220,24
366,310211,1,"POLYGON ((-71.06998299999999 19.870621, -71.070697 19.871354, -71.071433 19.869888, -71.071518 19.869703, -71.071743 19.869036, -71.07069 19.868744, -71.07031000000001 19.869971, -71.06998299999999 19.870621))",2018-08-24 15:07:52.220,2019-12-17 15:08:39.158,,29
367,315521,0,"POLYGON ((-70.56784399999999 19.441214, -70.56782800000001 19.441617, -70.568179 19.441679, -70.568153 19.441842, -70.568566 19.44193, -70.56856000000001 19.442099, -70.56899300000001 19.442174, -70.569177 19.441202, -70.567875 19.441018, -70.56784399999999 19.441214))",2011-01-17 15:01:40.430,2019-12-17 15:08:39.158,,126
368,316812,0,"POLYGON ((-70.57155899999999 19.408325, -70.572535 19.408499, -70.572604 19.404279, -70.57178 19.404234, -70.57155899999999 19.408325))",2011-03-06 15:02:18.750,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,119
369,317911,1,"POLYGON ((-70.98932499999999 19.820955, -70.989806 19.821191, -70.989835 19.820491, -70.98991599999999 19.81981, -70.989575 19.819689, -70.989088 19.819256, -70.988748 19.819621, -70.98907 19.820073, -70.98932499999999 19.820955))",2011-01-17 15:01:40.430,2019-12-17 15:08:39.158,,118
370,318211,1,"POLYGON ((-71.034533 19.848504, -71.035614 19.848492, -71.034837 19.846664, -71.034617 19.84666, -71.034524 19.847761, -71.034533 19.848504))",2011-01-17 15:01:40.430,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,117
371,318314,1,"POLYGON ((-71.054361 19.854852, -71.054833 19.855179, -71.055559 19.854174, -71.05546099999999 19.853999, -71.055312 19.853861, -71.05512400000001 19.853773, -71.054917 19.853745, -71.054361 19.854852))",2011-01-17 15:01:40.430,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,122
