,ID,cultivo_x,cultivo_y,superf_par,area,correccion,corregido,corregido2,patca,temporary_,temporary_crop,trends,geometry
264,239011,pasto,pasto,5.030399299999999,15127.416,"Punto sobre vía, mover hacía la izquierda",Se movió hacia la izquierda y abajo,ok,0,0,0,trend,"POLYGON ((-71.53757077093182 19.55034573544993, -71.53760034393032 19.55014998529827, -71.53769227831653 19.54997247907183, -71.53783757475118 19.54983059224819, -71.53802201057323 19.54973821359259, -71.53822753202574 19.54970438566912, -71.53843402144287 19.54973241973067, -71.53862126642844 19.5498195716133, -71.53877093829961 19.54995731035214, -71.53886838616454 19.55013215322539, -71.53890407104088 19.55032698549681, -71.53887449963844 19.55052273568612, -71.53878256638541 19.5507002423956, -71.53863727018819 19.55084212996316, -71.53845283361716 19.55093450933941, -71.53824731071531 19.55096833768501, -71.53804081970213 19.55094030358581, -71.53785357358339 19.55085315122012, -71.53770390147479 19.55071541173737, -71.53760645435884 19.55054056814346, -71.53757077093182 19.55034573544993))"
265,243613,pasto,pasto,3.0811195,15127.66,"Punto sobre la vía, mover hacía la izquierda",Se movió hacia la izquierda,ok,0,0,0,trend,"POLYGON ((-71.52473439620009 19.54818148205136, -71.52476398489702 19.547985732276, -71.52485593322449 19.54780823112373, -71.52500124047877 19.54766635357539, -71.52518568293985 19.54757398748826, -71.52539120620106 19.54754017419625, -71.52559769241954 19.54756822352015, -71.52578492951213 19.54765538980219, -71.52593458956849 19.54779314066805, -71.52603202285309 19.54796799220886, -71.5260676918107 19.54816282883983, -71.52603810470931 19.54835857865381, -71.52594615751396 19.54853608028968, -71.52580085049591 19.5486779585819, -71.52561640728494 19.54877032538904, -71.52541088257418 19.54880413910218, -71.52520439476015 19.54877608973967, -71.52501715653544 19.54868892297402, -71.52486749624286 19.54855117136428, -71.52477006370813 19.54837631910346, -71.52473439620009 19.54818148205136))"
266,243612,pasto,pasto,5.6591992,15127.869,"Punto sobre la sombra de un árbol, centrar en el cultivo",Se movió hacia arriba,"ok, arboles",0,0,0,trend,"POLYGON ((-71.51480433844267 19.54756169424112, -71.51483393931552 19.54736594476252, -71.51492589887815 19.54718844749304, -71.51507121532715 19.54704657703335, -71.51525566404263 19.54695422054685, -71.51546119000578 19.54692041842774, -71.51566767510928 19.54694847940323, -71.51585490737911 19.54703565667513, -71.51600455937687 19.5471734167934, -71.51610198215575 19.54734827494351, -71.51613763918878 19.5475431148936, -71.51610803991119 19.54773886441156, -71.5160160814799 19.54791636216513, -71.5158707652662 19.54805823336871, -71.51568631580011 19.54815059057475, -71.51548078838712 19.54818439311425, -71.51527430168836 19.54815633209939, -71.5150870682872 19.54806915434342, -71.51493741605414 19.54793139348126, -71.51483999402588 19.5477565346116, -71.51480433844267 19.54756169424112))"
267,243611,pasto,pasto,12.575998,15127.995,"Punto sobre la vía, mover y revisar el área","Se movió hacia abajo, zona de influencia contiene arboles","ok, arboles",0,0,0,trend,"POLYGON ((-71.50839242121359 19.54822881958642, -71.50842202998385 19.54803307030183, -71.50851399726098 19.54785557549405, -71.50865932048649 19.54771370952277, -71.5088437743772 19.547621359112, -71.50904930340783 19.54758756406126, -71.50925578917084 19.54761563240591, -71.5094430196276 19.54770281662648, -71.50959266751714 19.54784058259282, -71.50969008429472 19.54801544491794, -71.50972573402072 19.54821028696126, -71.50969612684564 19.54840603628572, -71.50960416069942 19.54858353157789, -71.50945883770861 19.54872539829312, -71.50927438306674 19.54881774942318, -71.509068852586 19.54885154489384, -71.50886236522784 19.54882347650933, -71.50867513364015 19.54873629180434, -71.5085254855159 19.54859852509406, -71.50842806948948 19.54842366204966, -71.50839242121359 19.54822881958642))"
268,243712,pasto,pasto,2.3265598,12985.83,Punto sobre la vía mover hacía la izquierda y hacía arriba,Se movió hacia la derecha y abajo,ok,0,0,0,trend,"POLYGON ((-71.54228578537406 19.51011939682425, -71.54231535131188 19.50992364657698, -71.54244026102381 19.50976341203846, -71.54255252313784 19.5096042536915, -71.54273691280078 19.50951187528042, -71.5429423826867 19.50947804768136, -71.54334488824863 19.5094407805355, -71.54333347846021 19.50975601490066, -71.54366073652398 19.51047969653741, -71.54335201575596 19.51061579351882, -71.54316762534656 19.51070817264937, -71.54301069282698 19.51071094198371, -71.54228578537406 19.51011939682425))"
269,243713,pasto,pasto,0.75455987,18804.76,Punto sobre arbusto mover hacía arriba,Se movió hacia arriba,ok,0,0,0,trend,"POLYGON ((-71.54279923267686 19.51252597435291, -71.54282879806053 19.51233022408878, -71.54287186018313 19.51192511654775, -71.54345583627034 19.5118846226304, -71.54403008548927 19.51179518891209, -71.54386548097256 19.5130223659432, -71.54359453663272 19.5138983653811, -71.54293233285676 19.51289565032074, -71.54283490826555 19.51272080697506, -71.54279923267686 19.51252597435291))"
270,243912,pasto,pasto,5.030399299999999,14430.615,"Punto sobre vía, centrar hacía la derecha",Se movió hacia arriba e izquierda,ok,0,0,0,trend,"POLYGON ((-71.49547232848057 19.52725024708344, -71.4955019523897 19.52705449820991, -71.49559392554221 19.52687700936898, -71.4957392448048 19.52673515433624, -71.49652285049723 19.52672432864775, -71.49667246717614 19.52686210897195, -71.49676985549436 19.52703698157213, -71.49680548229811 19.52723182880176, -71.49677585998185 19.52742757771589, -71.49668388795803 19.52760506704118, -71.49653856892883 19.52774692281704, -71.49635412770014 19.5278392591062, -71.49614861877122 19.52787303728734, -71.49594215899364 19.52784495085727, -71.49575495831519 19.52775774911723, -71.49560534140289 19.52761996804992, -71.49550795383571 19.52744509473172, -71.49547232848057 19.52725024708344))"
271,243911,pasto,pasto,8.1743994,15128.356,"Punto sobre vía, centrar hacía la derecha",Se movió hacia la derecha y abajo,ok,0,0,0,trend,"POLYGON ((-71.49185341670685 19.52570910088545, -71.49188304500132 19.52551335212573, -71.49197502167161 19.52533586476167, -71.4921203432401 19.52519401242424, -71.49230478458611 19.52510168050305, -71.49251029141229 19.5250679069879, -71.49271674748438 19.52509599780636, -71.49290394366979 19.52518320323919, -71.49305355606191 19.52532098707983, -71.49315093959046 19.52549586219152, -71.4931865615705 19.52569071068185, -71.49315693486864 19.52588645948242, -71.49306495932667 19.52606394733099, -71.49291963799121 19.52620580041147, -71.49273519589397 19.52629813305047, -71.49252968761921 19.52633190698399, -71.49232322995449 19.52630381612466, -71.49213603264074 19.52621661020734, -71.49198642001559 19.52607882562364, -71.49188903723827 19.52590394979415, -71.49185341670685 19.52570910088545))"
272,255211,pasto,pasto,2.6409597,15127.497,Revisar el área y centrar,"Se movió hacia abajo y derecha, zona de influencia contiene árboles","ok, arboles",0,0,0,trend,"POLYGON ((-71.53348436994021 19.56288530078575, -71.53351394836506 19.56268955074128, -71.53360589289689 19.56251204552471, -71.53375120320328 19.56237016051469, -71.53393565526535 19.56227778429884, -71.53414119373663 19.56224395920239, -71.53434769928553 19.56227199620153, -71.53453495793694 19.56235915084486, -71.5346846396704 19.56249689189732, -71.53478209262862 19.56267173641073, -71.53481777733052 19.56286656948832, -71.53478820050283 19.56306231957091, -71.53469625710467 19.56323982527114, -71.53455094703538 19.56338171102561, -71.53436649422333 19.56347408796236, -71.53416095430144 19.56350791348079, -71.53395444715538 19.56347987644353, -71.53376718737032 19.56339272131656, -71.53361750539975 19.56325497951964, -71.53352005319151 19.56308013428533, -71.53348436994021 19.56288530078575))"
273,255212,pasto,pasto,2.5151997,20188.65,Revisar el área y centrar,"Se movió hacia abajo, zona de influencia contiene árboles","ok, arboles",0,0,0,trend,"POLYGON ((-71.53510130452547 19.56364087976771, -71.53502422026698 19.56289301676936, -71.53647004112348 19.56338836270022, -71.53694047549767 19.56347556493974, -71.53690036869573 19.56369823003162, -71.53682366289253 19.56401954749785, -71.536238902569 19.56409833871678, -71.5360544501693 19.56419071735843, -71.53584890994831 19.56422454486211, -71.53521156148659 19.56441926726527, -71.53510130452547 19.56364087976771))"
274,256611,pasto,pasto,18.863998000000002,14667.487,"Punto sobre copa de árbol, centrar y revisar área","Se movió hacia la derecha, zona de influencia contiene árboles",ok,0,0,0,trend,"POLYGON ((-71.66498706194361 19.34174789009807, -71.66501647364002 19.34155213721574, -71.66510817256911 19.34137459235529, -71.66525318244035 19.34123263477796, -71.66543730864198 19.3411401601761, -71.66564252772191 19.34110622050592, -71.66584875160923 19.34113413795792, -71.66603579389735 19.34122117978099, -71.66613595935395 19.34133596473981, -71.66628911409983 19.34192415404602, -71.66619741630021 19.3421016993764, -71.66605240667712 19.34224365768863, -71.66586827974761 19.34233613300964, -71.66566305924177 19.34237007310853, -71.66545683377512 19.34234215563106, -71.66526979035756 19.34225511333804, -71.66512023826239 19.34211746660236, -71.66502281672595 19.34194268934991, -71.66498706194361 19.34174789009807))"
275,258911,pasto,pasto,12.575998,15132.69,"Punto sobre copa de árbol, mover hacía abajo y revisar área","Se movió hacia abajo, zona de influencia contiene árboles",ok,0,0,0,trend,"POLYGON ((-71.26884772569532 19.41564376317043, -71.2688776218742 19.41544802273198, -71.26896980677617 19.41527062778938, -71.26911525654376 19.4151289429257, -71.26929973351022 19.41503683713758, -71.26950517989313 19.41500332628131, -71.26971148537442 19.41503169057611, -71.26989845556014 19.41511915353523, -71.27004778866281 19.41525715374471, -71.27014486694794 19.41543218288752, -71.27018018760828 19.4156271079917, -71.27015029300614 19.41582284848678, -71.27005810920949 19.41600024392125, -71.26991265965363 19.41614192952416, -71.26972818192442 19.41623403601648, -71.26952273409564 19.41626754727298, -71.26931642703762 19.41623918292155, -71.26912945574657 19.41615171947055, -71.26898012243218 19.41601371852185, -71.2688830449098 19.41583868867482, -71.26884772569532 19.41564376317043))"
276,259413,pasto,pasto,2.1379197,13287.141,Punto sobre la vía y revisar tipo de cultivo,"Se movió hacia abajo, revisar tipo de cultivo",ok,0,0,0,trend,"POLYGON ((-71.32473045964463 19.44886530858158, -71.32501250075721 19.44916423527656, -71.32510965897599 19.44933922628288, -71.3251450560375 19.44953413253516, -71.32511522682522 19.44972987530893, -71.32502309100565 19.44990729393018, -71.32487766731691 19.45004902135846, -71.32469319081201 19.45014118422047, -71.3244877194446 19.45017476087257, -71.32428136638929 19.45014646454062, -71.32409433114547 19.45005906507424, -71.32394492218384 19.4499211178118, -71.32384776472537 19.44974612609767, -71.32387334323066 19.44948069915613, -71.32473045964463 19.44886530858158))"
278,260212,pasto,pasto,3.7099195,15133.746,"Punto sobre la vía, revisar área y tipo de cultivo","Se movió hacia abajo, revisar tipo de cultivo","ok, arboles",0,0,0,trend,"POLYGON ((-71.2125735444459 19.47316887353352, -71.21260351212942 19.47297313575638, -71.21269578703752 19.47279576115803, -71.21284133650241 19.47265411232946, -71.21302591309897 19.47256205473959, -71.21323144929335 19.47252859952678, -71.21343782597712 19.47255702146398, -71.21362484178712 19.47264453842272, -71.21377419046976 19.47278258370383, -71.2138712527648 19.4729576445787, -71.2139065274291 19.47315258496916, -71.2138765613264 19.47334832280791, -71.21378428752304 19.47352569790279, -71.21363873826492 19.47366734747311, -71.21345416089811 19.47375940576666, -71.21324862325072 19.47379286137628, -71.21304224498613 19.47376443937745, -71.21285522807138 19.4736769219222, -71.21270587918197 19.47353887589934, -71.21260881765718 19.47336381432078, -71.2125735444459 19.47316887353352))"
279,260312,pasto,pasto,5.2819195,15133.798,Revisar tipo de cultivo,Revisar tipo de cultivo,"ok, revisar tipo de cultivo",0,0,0,trend,"POLYGON ((-71.20846707763317 19.33287407176802, -71.2084970429718 19.33267833392681, -71.20858926003997 19.33250096624836, -71.20873470183287 19.33235933064693, -71.20891913146525 19.33226729129749, -71.20912449578807 19.33223385755361, -71.20933069251514 19.33226230208702, -71.20951753789676 19.33234984055717, -71.20966674236078 19.3324879041586, -71.20976370076399 19.33266297836858, -71.2097989220339 19.33285792580286, -71.20976895826269 19.33305366370436, -71.20967674229038 19.33323103187493, -71.20953130070323 19.33337266821234, -71.20934687030785 19.33346470826052, -71.20914150454476 19.33349814239899, -71.2089353062503 19.3334696978053, -71.20874845977282 19.33338215884302, -71.20859925510304 19.3332440945056, -71.20850229746283 19.33306901959689, -71.20846707763317 19.33287407176802))"
281,260512,pasto,pasto,3.7727995,15129.722,Mover punto hacía abajo,Se movió hacia abajo y derecha,ok,0,0,0,trend,"POLYGON ((-71.423478334424 19.48641124345211, -71.42350804501972 19.48621549697176, -71.42360008353683 19.4860380380288, -71.4237454404448 19.48589623747187, -71.42392988716456 19.48580397562213, -71.42413536887322 19.48577028361091, -71.42434177179506 19.48579845938842, -71.42452889199937 19.48588574491972, -71.42467841301608 19.48602359615794, -71.42477569871845 19.48619851936877, -71.42481122599695 19.48639339195092, -71.42478151698846 19.4865891384769, -71.42468947959227 19.48676659790645, -71.42454412291079 19.48690839920504, -71.42435967543655 19.48700066176823, -71.42415419228061 19.48703435419218, -71.42394778777155 19.48700617836902, -71.42376066644631 19.48691889235115, -71.42361114520313 19.48678104037127, -71.42351386025524 19.48660611644698, -71.423478334424 19.48641124345211))"
282,260711,pasto,pasto,3.1439996,15129.688,Centrar punto hacía la izquierda,"Se movió hacia la izquierda, zona de influencia contiene arboles","ok, arboles",0,0,0,trend,"POLYGON ((-71.42577975148428 19.48279780930811, -71.42580945912448 19.4826020627472, -71.42590149341687 19.48242460305809, -71.4260468452445 19.48228280116248, -71.42623128652555 19.48219053751258, -71.42643676296947 19.48215684341597, -71.42664316131581 19.48218501702695, -71.42683027808172 19.48227230052263, -71.4269797971337 19.48241015005537, -71.42707708253734 19.48258507205777, -71.42711261121241 19.48277994404684, -71.42708290515915 19.48297569065317, -71.42699087198763 19.48315315082863, -71.42684552038668 19.48329495346576, -71.4266610783515 19.48338721782908, -71.42645560046074 19.48342091233854, -71.42624920052747 19.48339273868214, -71.42606208264067 19.48330545470012, -71.42591256336203 19.48316760442587, -71.42581527871252 19.48299268171003, -71.42577975148428 19.48279780930811))"
283,260712,pasto,pasto,7.797119099999999,11563.053,Centrar punto hacía la derecha,"Se movió hacia abajo y derecha, zona de influencia contiene arboles","ok, arboles",0,0,0,trend,"POLYGON ((-71.42434900256588 19.48180645596561, -71.42446147055568 19.48139061263909, -71.42466448270915 19.48126001197078, -71.42470366295656 19.48099349301875, -71.42552469558771 19.48107456991505, -71.42532034384803 19.48195855978122, -71.4252555740147 19.48219841973143, -71.42454154895637 19.48205964103708, -71.42434900256588 19.48180645596561))"
284,260714,pasto,pasto,2.3894396,15128.954,Centrar punto hacía la derecha,"Se movió hacia la derecha, zona de influencia contiene arboles","ok, arboles",0,0,0,trend,"POLYGON ((-71.46140972612538 19.55246559795506, -71.46143939274516 19.5522698501697, -71.46153141624666 19.5520923735034, -71.46167678856816 19.55195054053962, -71.46186127962129 19.55185823477136, -71.4620668302436 19.55182449162847, -71.46227331991422 19.55185261406571, -71.46246053621201 19.55193984926918, -71.46261015326147 19.5520776581185, -71.4627075255361 19.55225255102903, -71.46274312145201 19.55244740836605, -71.46271345642664 19.5526431561949, -71.46262143405293 19.55282063334808, -71.46247606196177 19.55296246705613, -71.46229157015357 19.55305477354176, -71.46208601807921 19.55308851710112, -71.46187952681414 19.55306039462037, -71.4616923093886 19.55297315893003, -71.46154269210878 19.55283534933645, -71.46144532058922 19.55266045570854, -71.46140972612538 19.55246559795506))"
